facet_id,dossier_id,facet_axis,raw_value,missingness_state,normalized_value,normalization_status,source_ids,source_row
M4-FUNG-0498:biology.biological_role:66,M4-FUNG-0498,biology.biological_role,mycotoxin / tremorgenic natural product,PRESENT,,unreviewed,S003,66
M4-FUNG-0498:activation.native_pathway_state:68,M4-FUNG-0498,activation.native_pathway_state,native production directly demonstrated; pathway also reconstructed heterologously,PRESENT,,unreviewed,S003; S004,68
M4-FUNG-0498:activation.extracellular_recovery:70,M4-FUNG-0498,activation.extracellular_recovery,,UNSET,,missingness_only,,70
M4-FUNG-0498:activation.productive_developmental_state:77,M4-FUNG-0498,activation.productive_developmental_state,,UNSET,,missingness_only,,77
M4-FUNG-0498:activation.physiological_state:78,M4-FUNG-0498,activation.physiological_state,,UNSET,,missingness_only,,78
M4-FUNG-0498:activation.environmental_trigger:79,M4-FUNG-0498,activation.environmental_trigger,,UNSET,,missingness_only,,79
M4-FUNG-0498:activation.ecological_trigger:80,M4-FUNG-0498,activation.ecological_trigger,,UNSET,,missingness_only,,80
M4-FUNG-0498:activation.temporal_window:81,M4-FUNG-0498,activation.temporal_window,,UNSET,,missingness_only,,81
M4-FUNG-0498:activation.spatial_context:83,M4-FUNG-0498,activation.spatial_context,,UNSET,,missingness_only,,83
M4-FUNG-0498:activation.culture_architecture:84,M4-FUNG-0498,activation.culture_architecture,,UNSET,,missingness_only,,84
M4-FUNG-0499:taxonomy.phylum:33,M4-FUNG-0499,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S001,33
M4-FUNG-0499:taxonomy.class:34,M4-FUNG-0499,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0499:taxonomy.order:35,M4-FUNG-0499,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S002,35
M4-FUNG-0499:taxonomy.family:36,M4-FUNG-0499,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S002,36
M4-FUNG-0499:taxonomy.genus:37,M4-FUNG-0499,taxonomy.genus,Penicillium,PRESENT,Penicillium,exact_taxonomic_string,S001,37
M4-FUNG-0499:organism.pathotype_or_ecotype:38,M4-FUNG-0499,organism.pathotype_or_ecotype,,UNSET,,missingness_only,,38
M4-FUNG-0499:ecology.lifestyle:39,M4-FUNG-0499,ecology.lifestyle,,UNSET,,missingness_only,,39
M4-FUNG-0499:ecology.host_or_environment:40,M4-FUNG-0499,ecology.host_or_environment,,UNSET,,missingness_only,,40
M4-FUNG-0499:biosynthesis.database_class:49,M4-FUNG-0499,biosynthesis.database_class,PKS (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0499:biosynthesis.refined_class:50,M4-FUNG-0499,biosynthesis.refined_class,mycophenolic-acid polyketide/meroterpenoid pathway; mpa′ gene cluster,PRESENT,,unreviewed,S003,50
M4-FUNG-0499:genome.chromosome_context:53,M4-FUNG-0499,genome.chromosome_context,,UNSET,,missingness_only,,53
M4-FUNG-0499:genome.accessory_chromosome_status:54,M4-FUNG-0499,genome.accessory_chromosome_status,,UNSET,,missingness_only,,54
M4-FUNG-0499:genome.copy_number_context:55,M4-FUNG-0499,genome.copy_number_context,,UNSET,,missingness_only,,55
M4-FUNG-0499:genome.repeat_context:56,M4-FUNG-0499,genome.repeat_context,,UNSET,,missingness_only,,56
M4-FUNG-0499:chemistry.product_family:62,M4-FUNG-0499,chemistry.product_family,mycophenolic acid,PRESENT,,unreviewed,S003,62
M4-FUNG-0499:chemistry.primary_product:63,M4-FUNG-0499,chemistry.primary_product,mycophenolic acid,PRESENT,,unreviewed,S001; S003,63
M4-FUNG-0499:chemistry.chemical_class:65,M4-FUNG-0499,chemistry.chemical_class,polyketide-derived meroterpenoid,PRESENT,,unreviewed,S003,65
M4-FUNG-0499:biology.biological_role:66,M4-FUNG-0499,biology.biological_role,fungal secondary metabolite; ecological role NR,PRESENT,,unreviewed,S003,66
M4-FUNG-0499:activation.native_pathway_state:68,M4-FUNG-0499,activation.native_pathway_state,native producer locus with direct enzyme-level validation of MpaG′,PRESENT,,unreviewed,S003,68
M4-FUNG-0499:activation.extracellular_recovery:70,M4-FUNG-0499,activation.extracellular_recovery,,UNSET,,missingness_only,,70
M4-FUNG-0499:activation.productive_developmental_state:77,M4-FUNG-0499,activation.productive_developmental_state,,UNSET,,missingness_only,,77
M4-FUNG-0499:activation.physiological_state:78,M4-FUNG-0499,activation.physiological_state,,UNSET,,missingness_only,,78
M4-FUNG-0499:activation.environmental_trigger:79,M4-FUNG-0499,activation.environmental_trigger,,UNSET,,missingness_only,,79
M4-FUNG-0499:activation.ecological_trigger:80,M4-FUNG-0499,activation.ecological_trigger,,UNSET,,missingness_only,,80
M4-FUNG-0499:activation.temporal_window:81,M4-FUNG-0499,activation.temporal_window,,UNSET,,missingness_only,,81
M4-FUNG-0499:activation.spatial_context:83,M4-FUNG-0499,activation.spatial_context,,UNSET,,missingness_only,,83
M4-FUNG-0499:activation.culture_architecture:84,M4-FUNG-0499,activation.culture_architecture,,UNSET,,missingness_only,,84
M4-FUNG-0500:taxonomy.phylum:33,M4-FUNG-0500,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S001,33
M4-FUNG-0500:taxonomy.class:34,M4-FUNG-0500,taxonomy.class,Eurotiomycetes,PRESENT,Eurotiomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0500:taxonomy.order:35,M4-FUNG-0500,taxonomy.order,Eurotiales,PRESENT,Eurotiales,exact_taxonomic_string,S002,35
M4-FUNG-0500:taxonomy.family:36,M4-FUNG-0500,taxonomy.family,Aspergillaceae,PRESENT,Aspergillaceae,exact_taxonomic_string,S002,36
M4-FUNG-0500:taxonomy.genus:37,M4-FUNG-0500,taxonomy.genus,Aspergillus,PRESENT,Aspergillus,exact_taxonomic_string,S001,37
M4-FUNG-0500:organism.pathotype_or_ecotype:38,M4-FUNG-0500,organism.pathotype_or_ecotype,,UNSET,,missingness_only,,38
M4-FUNG-0500:ecology.lifestyle:39,M4-FUNG-0500,ecology.lifestyle,,UNSET,,missingness_only,,39
M4-FUNG-0500:ecology.host_or_environment:40,M4-FUNG-0500,ecology.host_or_environment,,UNSET,,missingness_only,,40
M4-FUNG-0500:biosynthesis.database_class:49,M4-FUNG-0500,biosynthesis.database_class,PKS (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0500:biosynthesis.refined_class:50,M4-FUNG-0500,biosynthesis.refined_class,cryptic polyketide-meroterpenoid hkn pathway with cluster-specific regulator and P450 ring-forming tailoring,PRESENT,,unreviewed,S003,50
M4-FUNG-0500:genome.chromosome_context:53,M4-FUNG-0500,genome.chromosome_context,,UNSET,,missingness_only,,53
M4-FUNG-0500:genome.accessory_chromosome_status:54,M4-FUNG-0500,genome.accessory_chromosome_status,,UNSET,,missingness_only,,54
M4-FUNG-0500:genome.copy_number_context:55,M4-FUNG-0500,genome.copy_number_context,,UNSET,,missingness_only,,55
M4-FUNG-0500:genome.repeat_context:56,M4-FUNG-0500,genome.repeat_context,,UNSET,,missingness_only,,56
M4-FUNG-0500:chemistry.product_family:62,M4-FUNG-0500,chemistry.product_family,hancockinone A,PRESENT,,unreviewed,S003,62
M4-FUNG-0500:chemistry.primary_product:63,M4-FUNG-0500,chemistry.primary_product,hancockinone A,PRESENT,,unreviewed,S001; S003,63
M4-FUNG-0500:chemistry.chemical_class:65,M4-FUNG-0500,chemistry.chemical_class,prenylated polycyclic polyketide / meroterpenoid,PRESENT,,unreviewed,S003,65
M4-FUNG-0500:biology.biological_role:66,M4-FUNG-0500,biology.biological_role,NR,NR,,missingness_only,,66
M4-FUNG-0500:activation.native_pathway_state:68,M4-FUNG-0500,activation.native_pathway_state,cryptic under baseline conditions; activated experimentally by HknR overexpression,PRESENT,,unreviewed,S003,68
M4-FUNG-0500:activation.extracellular_recovery:70,M4-FUNG-0500,activation.extracellular_recovery,,UNSET,,missingness_only,,70
M4-FUNG-0500:activation.productive_developmental_state:77,M4-FUNG-0500,activation.productive_developmental_state,vegetative engineered culture,PRESENT,,unreviewed,S003,77
M4-FUNG-0500:activation.physiological_state:78,M4-FUNG-0500,activation.physiological_state,HknR-high transcriptional state,PRESENT,,unreviewed,S003,78
M4-FUNG-0500:activation.environmental_trigger:79,M4-FUNG-0500,activation.environmental_trigger,NR,NR,,missingness_only,,79
M4-FUNG-0500:activation.ecological_trigger:80,M4-FUNG-0500,activation.ecological_trigger,NR,NR,,missingness_only,,80
M4-FUNG-0500:activation.temporal_window:81,M4-FUNG-0500,activation.temporal_window,endpoint after HknR overexpression / HknE assays,PRESENT,,unreviewed,S003,81
M4-FUNG-0500:activation.spatial_context:83,M4-FUNG-0500,activation.spatial_context,NR,NR,,missingness_only,,83
M4-FUNG-0500:activation.culture_architecture:84,M4-FUNG-0500,activation.culture_architecture,native engineered culture plus heterologous/in-vitro enzyme systems,PRESENT,,unreviewed,S003,84
M4-FUNG-0501:taxonomy.phylum:33,M4-FUNG-0501,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S001,33
M4-FUNG-0501:taxonomy.class:34,M4-FUNG-0501,taxonomy.class,Sordariomycetes,PRESENT,Sordariomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0501:taxonomy.order:35,M4-FUNG-0501,taxonomy.order,Xylariales,PRESENT,Xylariales,exact_taxonomic_string,S002,35
M4-FUNG-0501:taxonomy.family:36,M4-FUNG-0501,taxonomy.family,Xylariaceae,PRESENT,Xylariaceae,exact_taxonomic_string,S002,36
M4-FUNG-0501:taxonomy.genus:37,M4-FUNG-0501,taxonomy.genus,Rosellinia,PRESENT,Rosellinia,exact_taxonomic_string,S001,37
M4-FUNG-0501:organism.pathotype_or_ecotype:38,M4-FUNG-0501,organism.pathotype_or_ecotype,,UNSET,,missingness_only,,38
M4-FUNG-0501:ecology.lifestyle:39,M4-FUNG-0501,ecology.lifestyle,,UNSET,,missingness_only,,39
M4-FUNG-0501:ecology.host_or_environment:40,M4-FUNG-0501,ecology.host_or_environment,,UNSET,,missingness_only,,40
M4-FUNG-0501:biosynthesis.database_class:49,M4-FUNG-0501,biosynthesis.database_class,terpene (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0501:biosynthesis.refined_class:50,M4-FUNG-0501,biosynthesis.refined_class,compact sordarin-family diterpene locus homologous to sdn: terpene cyclase + four P450s + SdnG-like protein + glycosyltransferase + methyltransferase,PRESENT,,unreviewed,S004,50
M4-FUNG-0501:genome.chromosome_context:53,M4-FUNG-0501,genome.chromosome_context,,UNSET,,missingness_only,,53
M4-FUNG-0501:genome.accessory_chromosome_status:54,M4-FUNG-0501,genome.accessory_chromosome_status,,UNSET,,missingness_only,,54
M4-FUNG-0501:genome.copy_number_context:55,M4-FUNG-0501,genome.copy_number_context,,UNSET,,missingness_only,,55
M4-FUNG-0501:genome.repeat_context:56,M4-FUNG-0501,genome.repeat_context,,UNSET,,missingness_only,,56
M4-FUNG-0501:chemistry.product_family:62,M4-FUNG-0501,chemistry.product_family,sordarin-family diterpenes,PRESENT,,unreviewed,S004,62
M4-FUNG-0501:chemistry.primary_product:63,M4-FUNG-0501,chemistry.primary_product,sordaricin B (MIBiG label; product nomenclature/provenance uncertain),PRESENT,,unreviewed,S001,63
M4-FUNG-0501:chemistry.chemical_class:65,M4-FUNG-0501,chemistry.chemical_class,norbornene-containing diterpene / sordarin-family terpene,PRESENT,,unreviewed,S004,65
M4-FUNG-0501:biology.biological_role:66,M4-FUNG-0501,biology.biological_role,precursor/core for antifungal sordarin-family natural products,PRESENT,,unreviewed,S004,66
M4-FUNG-0501:activation.native_pathway_state:68,M4-FUNG-0501,activation.native_pathway_state,R. necatrix locus identified by comparative genomics; native production state NR in defining study,PRESENT,,unreviewed,S004,68
M4-FUNG-0501:activation.extracellular_recovery:70,M4-FUNG-0501,activation.extracellular_recovery,,UNSET,,missingness_only,,70
M4-FUNG-0501:activation.productive_developmental_state:77,M4-FUNG-0501,activation.productive_developmental_state,NA for defined reconstruction; native R. necatrix state NR,PRESENT,,unreviewed,S004,77
M4-FUNG-0501:activation.physiological_state:78,M4-FUNG-0501,activation.physiological_state,engineered A. nidulans / S. cerevisiae expression state for direct chemistry,PRESENT,,unreviewed,S004,78
M4-FUNG-0501:activation.environmental_trigger:79,M4-FUNG-0501,activation.environmental_trigger,NR,NR,,missingness_only,,79
M4-FUNG-0501:activation.ecological_trigger:80,M4-FUNG-0501,activation.ecological_trigger,NR,NR,,missingness_only,,80
M4-FUNG-0501:activation.temporal_window:81,M4-FUNG-0501,activation.temporal_window,stepwise reconstruction endpoint,PRESENT,,unreviewed,S004,81
M4-FUNG-0501:activation.spatial_context:83,M4-FUNG-0501,activation.spatial_context,NR,NR,,missingness_only,,83
M4-FUNG-0501:activation.culture_architecture:84,M4-FUNG-0501,activation.culture_architecture,Aspergillus nidulans and Saccharomyces cerevisiae heterologous reconstruction,PRESENT,,unreviewed,S004,84
M4-FUNG-0502:taxonomy.phylum:33,M4-FUNG-0502,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S001; S002,33
M4-FUNG-0502:taxonomy.class:34,M4-FUNG-0502,taxonomy.class,Sordariomycetes,PRESENT,Sordariomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0502:taxonomy.order:35,M4-FUNG-0502,taxonomy.order,Hypocreales,PRESENT,Hypocreales,exact_taxonomic_string,S002,35
M4-FUNG-0502:taxonomy.family:36,M4-FUNG-0502,taxonomy.family,Stachybotryaceae,PRESENT,Stachybotryaceae,exact_taxonomic_string,S002,36
M4-FUNG-0502:taxonomy.genus:37,M4-FUNG-0502,taxonomy.genus,Paramyrothecium,PRESENT,Paramyrothecium,exact_taxonomic_string,S001; S002,37
M4-FUNG-0502:organism.pathotype_or_ecotype:38,M4-FUNG-0502,organism.pathotype_or_ecotype,plant-pathogenic strain,PRESENT,,unreviewed,S003,38
M4-FUNG-0502:ecology.lifestyle:39,M4-FUNG-0502,ecology.lifestyle,phytopathogenic fungus,PRESENT,,unreviewed,S003,39
M4-FUNG-0502:ecology.host_or_environment:40,M4-FUNG-0502,ecology.host_or_environment,NR,NR,,missingness_only,S003,40
M4-FUNG-0502:biosynthesis.database_class:49,M4-FUNG-0502,biosynthesis.database_class,NRPS (Type I),PRESENT,,unreviewed,S001,49
M4-FUNG-0502:biosynthesis.refined_class:50,M4-FUNG-0502,biosynthesis.refined_class,putative fungal lipopeptaibol NRPS pathway; PrHalA proposed to assemble a hexapeptide through unconventional nonlinear module use,PRESENT,,unreviewed,S003,50
M4-FUNG-0502:genome.chromosome_context:53,M4-FUNG-0502,genome.chromosome_context,NR,NR,,missingness_only,,53
M4-FUNG-0502:genome.accessory_chromosome_status:54,M4-FUNG-0502,genome.accessory_chromosome_status,NR,NR,,missingness_only,,54
M4-FUNG-0502:genome.copy_number_context:55,M4-FUNG-0502,genome.copy_number_context,NR,NR,,missingness_only,,55
M4-FUNG-0502:genome.repeat_context:56,M4-FUNG-0502,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0502:chemistry.product_family:62,M4-FUNG-0502,chemistry.product_family,halovirs I–K,PRESENT,,unreviewed,S001; S003,62
M4-FUNG-0502:chemistry.primary_product:63,M4-FUNG-0502,chemistry.primary_product,halovir I; halovir J; halovir K,PRESENT,,unreviewed,S001; S003,63
M4-FUNG-0502:chemistry.chemical_class:65,M4-FUNG-0502,chemistry.chemical_class,lipopeptaibols; N- and C-terminally acylated hexapeptides,PRESENT,,unreviewed,S003,65
M4-FUNG-0502:biology.biological_role:66,M4-FUNG-0502,biology.biological_role,antibacterial/cytotoxic natural products; ecological role in the fungus not established,PRESENT,,unreviewed,S003,66
M4-FUNG-0502:activation.native_pathway_state:68,M4-FUNG-0502,activation.native_pathway_state,native production directly demonstrated from solid culture of P. roridum NRRL 2183,PRESENT,,unreviewed,S003,68
M4-FUNG-0502:activation.extracellular_recovery:70,M4-FUNG-0502,activation.extracellular_recovery,solid-culture extract; extracellular versus biomass partition NR,PRESENT,,unreviewed,S003,70
M4-FUNG-0502:activation.productive_developmental_state:77,M4-FUNG-0502,activation.productive_developmental_state,solid-culture growth state,PRESENT,,unreviewed,S003,77
M4-FUNG-0502:activation.physiological_state:78,M4-FUNG-0502,activation.physiological_state,native NRRL 2183 solid-culture production state,PRESENT,,unreviewed,S003,78
M4-FUNG-0502:activation.environmental_trigger:79,M4-FUNG-0502,activation.environmental_trigger,NR,NR,,missingness_only,S003,79
M4-FUNG-0502:activation.ecological_trigger:80,M4-FUNG-0502,activation.ecological_trigger,NR,NR,,missingness_only,S003,80
M4-FUNG-0502:activation.temporal_window:81,M4-FUNG-0502,activation.temporal_window,endpoint isolation from solid culture; exact productive time window NR in accessible primary text,PRESENT,,unreviewed,S003,81
M4-FUNG-0502:activation.spatial_context:83,M4-FUNG-0502,activation.spatial_context,NR,NR,,missingness_only,S003,83
M4-FUNG-0502:activation.culture_architecture:84,M4-FUNG-0502,activation.culture_architecture,solid culture,PRESENT,,unreviewed,S003,84
M4-FUNG-0503:taxonomy.phylum:33,M4-FUNG-0503,taxonomy.phylum,Ascomycota,PRESENT,Ascomycota,exact_taxonomic_string,S002,33
M4-FUNG-0503:taxonomy.class:34,M4-FUNG-0503,taxonomy.class,Sordariomycetes,PRESENT,Sordariomycetes,exact_taxonomic_string,S002,34
M4-FUNG-0503:taxonomy.order:35,M4-FUNG-0503,taxonomy.order,Hypocreales,PRESENT,Hypocreales,exact_taxonomic_string,S002,35
M4-FUNG-0503:taxonomy.family:36,M4-FUNG-0503,taxonomy.family,Sarocladiaceae,PRESENT,Sarocladiaceae,exact_taxonomic_string,S002,36
M4-FUNG-0503:taxonomy.genus:37,M4-FUNG-0503,taxonomy.genus,Sarocladium,PRESENT,Sarocladium,exact_taxonomic_string,S002,37
M4-FUNG-0503:organism.pathotype_or_ecotype:38,M4-FUNG-0503,organism.pathotype_or_ecotype,rice sheath-rot-associated species,PRESENT,,unreviewed,S002,38
M4-FUNG-0503:ecology.lifestyle:39,M4-FUNG-0503,ecology.lifestyle,plant-associated pathogenic fungus,PRESENT,,unreviewed,S002,39
M4-FUNG-0503:ecology.host_or_environment:40,M4-FUNG-0503,ecology.host_or_environment,rice-associated species; exact source isolate context for the sdx genome locus NR,PRESENT,,unreviewed,S002; S003,40
M4-FUNG-0503:biosynthesis.database_class:49,M4-FUNG-0503,biosynthesis.database_class,NRPS (Type I); PKS (Unknown),PRESENT,,unreviewed,S001,49
M4-FUNG-0503:biosynthesis.refined_class:50,M4-FUNG-0503,biosynthesis.refined_class,"PKS–NRPS 4-hydroxy-2-pyridone pathway with ER, P450 and SDR tailoring; late seven-membered-ring formation is substrate-controlled/nonenzymatic",PRESENT,,unreviewed,S003,50
M4-FUNG-0503:genome.chromosome_context:53,M4-FUNG-0503,genome.chromosome_context,NR,NR,,missingness_only,,53
M4-FUNG-0503:genome.accessory_chromosome_status:54,M4-FUNG-0503,genome.accessory_chromosome_status,NR,NR,,missingness_only,,54
M4-FUNG-0503:genome.copy_number_context:55,M4-FUNG-0503,genome.copy_number_context,NR,NR,,missingness_only,,55
M4-FUNG-0503:genome.repeat_context:56,M4-FUNG-0503,genome.repeat_context,NR,NR,,missingness_only,,56
M4-FUNG-0503:chemistry.product_family:62,M4-FUNG-0503,chemistry.product_family,deoxyakanthomycins / akanthomycin-related 4-hydroxy-2-pyridones,PRESENT,,unreviewed,S003; S004,62
M4-FUNG-0503:chemistry.primary_product:63,M4-FUNG-0503,chemistry.primary_product,M-deoxyakanthomycin; P-deoxyakanthomycin,PRESENT,,unreviewed,S001; S003,63
M4-FUNG-0503:chemistry.chemical_class:65,M4-FUNG-0503,chemistry.chemical_class,atropisomeric 4-hydroxy-2-pyridone alkaloids,PRESENT,,unreviewed,S003,65
M4-FUNG-0503:biology.biological_role:66,M4-FUNG-0503,biology.biological_role,secondary metabolite; ecological role of the S. oryzae Sdx products NR,PRESENT,,unreviewed,S003,66
M4-FUNG-0503:activation.native_pathway_state:68,M4-FUNG-0503,activation.native_pathway_state,native S. oryzae metabolite production NR; pathway chemistry established in heterologous and in-vitro systems,PRESENT,,unreviewed,S003,68
M4-FUNG-0503:activation.extracellular_recovery:70,M4-FUNG-0503,activation.extracellular_recovery,heterologous culture/reaction mixtures; native recovery NR,PRESENT,,unreviewed,S003,70
